step,sim_time_s,active_nodes,links,delivery_ratio,avg_delay_s,avg_hops,avg_path_len,route_updates,convergence_s,avg_link_util,generated,delivered,drop_no_route,drop_loss,drop_broken,in_flight
366,1835.0,103,609,0.90661,15.05150,3.010,2.900,166,-1.00,0.00002,5505,4951,41,468,0,44
367,1840.0,103,612,0.90652,15.04834,3.010,2.750,540,-1.00,0.00002,5520,4965,41,470,0,43
368,1845.0,103,613,0.90673,15.04512,3.009,3.125,172,-1.00,0.00002,5535,4987,41,471,0,35
369,1850.0,103,613,0.90658,15.04302,3.009,3.200,174,-1.00,0.00002,5550,4998,41,473,0,37
370,1855.0,103,613,0.90659,15.03994,3.008,2.775,248,-1.00,0.00002,5565,5008,41,474,0,41
371,1860.0,103,614,0.90645,15.03985,3.008,3.125,159,-1.00,0.00002,5580,5019,41,476,0,43
372,1865.0,103,614,0.90629,15.04375,3.009,3.200,147,-1.00,0.00002,5595,5029,41,478,0,46
373,1870.0,103,612,0.90633,15.04662,3.009,3.075,217,-1.00,0.00002,5610,5041,41,479,0,48
374,1875.0,103,612,0.90661,15.04350,3.009,3.300,415,-1.00,0.00002,5625,5058,41,479,0,46
375,1880.0,103,609,0.90652,15.04633,3.009,2.925,199,-1.00,0.00002,5640,5072,41,481,0,45
376,1885.0,103,609,0.90655,15.05017,3.010,3.150,454,-1.00,0.00002,5655,5083,41,482,0,48
377,1890.0,103,609,0.90675,15.04897,3.010,3.125,395,-1.00,0.00002,5670,5105,41,483,0,40
378,1895.0,103,612,0.90671,15.05271,3.011,3.225,324,-1.00,0.00002,5685,5122,41,485,0,36
379,1900.0,103,612,0.90682,15.05362,3.011,3.275,321,-1.00,0.00002,5700,5129,41,485,0,44
380,1905.0,103,614,0.90658,15.05153,3.010,3.125,223,-1.00,0.00002,5715,5143,41,488,0,42
381,1910.0,103,616,0.90634,15.04847,3.010,3.150,203,-1.00,0.00002,5730,5158,41,491,0,39
382,1915.0,103,614,0.90657,15.05027,3.010,3.525,186,-1.00,0.00002,5745,5172,41,491,0,40
383,1920.0,103,613,0.90663,15.05111,3.010,2.925,179,-1.00,0.00002,5760,5185,41,492,0,41
384,1925.0,103,613,0.90681,15.04908,3.010,3.425,156,-1.00,0.00002,5775,5196,41,492,0,45
385,1930.0,103,614,0.90654,15.04511,3.009,3.125,296,-1.00,0.00002,5790,5209,41,495,0,44
386,1935.0,103,612,0.90677,15.04691,3.009,3.025,344,-1.00,0.00002,5805,5223,41,495,0,45
387,1940.0,103,612,0.90701,15.05059,3.010,3.150,129,-1.00,0.00002,5820,5238,41,495,0,45
388,1945.0,103,613,0.90724,15.05046,3.010,3.450,320,-1.00,0.00002,5835,5252,41,495,0,46
389,1950.0,103,615,0.90724,15.04932,3.010,2.825,206,-1.00,0.00002,5850,5272,41,497,0,39
390,1955.0,103,614,0.90734,15.04633,3.009,3.100,104,-1.00,0.00002,5865,5288,41,498,0,37
391,1960.0,103,616,0.90721,15.04529,3.009,3.200,232,-1.00,0.00002,5880,5299,41,500,0,39
392,1965.0,103,616,0.90709,15.03483,3.007,2.850,326,-1.00,0.00002,5895,5311,41,502,0,40
393,1970.0,103,616,0.90677,15.04229,3.008,2.875,113,-1.00,0.00002,5910,5320,41,505,0,43
394,1975.0,103,615,0.90694,15.04596,3.009,3.425,456,-1.00,0.00002,5925,5331,41,505,0,47
395,1980.0,103,616,0.90699,15.05052,3.010,2.800,328,-1.00,0.00002,5940,5344,41,506,0,48
396,1985.0,103,619,0.90724,15.05784,3.012,3.100,331,-1.00,0.00002,5955,5360,41,506,0,47
397,1990.0,103,619,0.90705,15.05486,3.011,2.975,275,-1.00,0.00002,5970,5377,41,509,0,42
398,1995.0,103,622,0.90733,15.05283,3.011,2.850,284,-1.00,0.00002,5985,5395,41,509,0,39
399,2000.0,103,623,0.90744,15.04619,3.009,2.900,231,-1.00,0.00002,6000,5412,41,510,0,36
400,2005.0,105,646,0.90755,15.04798,3.010,2.900,10474,-1.00,0.00002,6015,5419,41,510,0,44
401,2010.0,105,645,0.90769,15.03954,3.008,3.025,265,-1.00,0.00002,6030,5438,41,511,0,39
402,2015.0,105,644,0.90793,15.03668,3.007,2.800,229,-1.00,0.00002,6045,5453,41,511,0,39
403,2020.0,105,643,0.90791,15.03845,3.008,3.000,202,-1.00,0.00002,6060,5462,41,512,0,44
404,2025.0,105,640,0.90794,15.03471,3.007,2.875,397,-1.00,0.00002,6075,5474,41,513,0,46
405,2030.0,105,639,0.90790,15.03278,3.007,2.850,196,-1.00,0.00002,6090,5491,41,515,0,42
406,2035.0,105,641,0.90795,15.03452,3.007,2.925,360,-1.00,0.00002,6105,5504,41,516,0,43
407,2040.0,105,638,0.90797,15.03173,3.006,3.025,624,-1.00,0.00002,6120,5515,41,517,0,46
408,2045.0,105,638,0.90803,15.03527,3.007,2.950,121,-1.00,0.00002,6135,5529,41,518,0,46
409,2050.0,105,638,0.90796,15.04239,3.008,3.325,192,-1.00,0.00002,6150,5544,41,520,0,44
410,2055.0,105,639,0.90815,15.03959,3.008,3.231,182,-1.00,0.00002,6165,5557,41,520,0,46
411,2060.0,105,640,0.90828,15.04126,3.008,2.700,206,-1.00,0.00002,6180,5575,41,521,0,42
412,2065.0,105,641,0.90849,15.03578,3.007,3.000,271,-1.00,0.00002,6195,5589,41,521,0,43
413,2070.0,105,644,0.90837,15.03749,3.007,2.897,318,-1.00,0.00002,6210,5601,41,523,0,44
414,2075.0,105,647,0.90824,15.04187,3.008,2.718,363,-1.00,0.00002,6225,5612,41,525,0,46
415,2080.0,105,646,0.90831,15.04087,3.008,3.050,328,-1.00,0.00002,6240,5627,41,526,0,45
416,2085.0,105,649,0.90849,15.04433,3.009,2.459,336,-1.00,0.00002,6255,5639,41,526,0,48
417,2090.0,105,650,0.90862,15.04684,3.009,2.921,276,-1.00,0.00002,6270,5658,41,527,0,43
418,2095.0,105,649,0.90852,15.04937,3.010,3.410,206,-1.00,0.00002,6285,5671,41,529,0,43
419,2100.0,105,647,0.90844,15.04661,3.009,3.282,295,-1.00,0.00002,6300,5685,42,530,0,42
420,2105.0,105,643,0.90851,15.04561,3.009,3.225,207,-1.00,0.00002,6315,5700,42,531,0,41
421,2110.0,105,644,0.90870,15.04376,3.009,2.872,175,-1.00,0.00002,6330,5713,42,531,0,43
422,2115.0,105,638,0.90893,15.04364,3.009,2.921,393,-1.00,0.00002,6345,5729,42,531,0,42
423,2120.0,105,638,0.90882,15.04268,3.009,2.950,262,-1.00,0.00002,6360,5741,42,533,0,43
424,2125.0,105,641,0.90862,15.04343,3.009,3.275,441,-1.00,0.00002,6375,5757,42,536,0,39
425,2130.0,105,637,0.90833,15.04075,3.008,3.079,468,-1.00,0.00002,6390,5767,43,538,0,41
426,2135.0,105,638,0.90823,15.04239,3.008,3.275,180,-1.00,0.00002,6405,5780,43,540,0,41
427,2140.0,105,637,0.90829,15.04315,3.009,3.000,404,-1.00,0.00002,6420,5794,43,541,0,41
428,2145.0,105,638,0.90834,15.04305,3.009,3.128,245,-1.00,0.00002,6435,5807,43,542,0,42
429,2150.0,105,640,0.90776,15.04642,3.009,3.000,187,-1.00,0.00002,6450,5816,43,547,0,43
430,2155.0,105,642,0.90753,15.04717,3.009,2.675,222,-1.00,0.00002,6465,5830,43,550,0,41
431,2160.0,105,643,0.90737,15.04625,3.009,2.850,203,-1.00,0.00002,6480,5838,43,552,0,46
432,2165.0,105,646,0.90738,15.05642,3.011,3.400,342,-1.00,0.00002,6495,5849,43,553,0,49
433,2170.0,105,645,0.90749,15.05455,3.011,3.325,320,-1.00,0.00002,6510,5866,43,554,0,46
434,2175.0,105,645,0.90774,15.05269,3.011,2.632,361,-1.00,0.00002,6525,5884,43,554,0,43
435,2180.0,105,644,0.90764,15.05767,3.012,3.125,272,-1.00,0.00002,6540,5896,43,556,0,44
436,2185.0,105,643,0.90774,15.05581,3.011,3.077,311,-1.00,0.00002,6555,5913,43,557,0,41
437,2190.0,105,640,0.90788,15.04804,3.010,2.895,290,-1.00,0.00002,6570,5933,44,557,0,35
438,2195.0,105,640,0.90792,15.04373,3.009,2.769,114,-1.00,0.00002,6585,5946,44,558,0,36
439,2200.0,105,639,0.90793,15.04281,3.009,3.075,275,-1.00,0.00002,6600,5956,44,559,0,40
440,2205.0,105,641,0.90740,15.04440,3.009,2.850,431,-1.00,0.00002,6615,5968,44,564,0,38
441,2210.0,105,640,0.90726,15.04099,3.008,2.975,340,-1.00,0.00002,6630,5977,44,566,0,42
442,2215.0,105,640,0.90714,15.04175,3.008,3.200,196,-1.00,0.00002,6645,5988,44,568,0,44
443,2220.0,105,639,0.90722,15.04081,3.008,3.275,622,-1.00,0.00002,6660,6004,44,569,0,42
444,2225.0,105,639,0.90724,15.04572,3.009,3.475,271,-1.00,0.00002,6675,6015,44,570,0,45
445,2230.0,105,642,0.90718,15.04643,3.009,2.650,354,-1.00,0.00002,6690,6030,44,572,0,43
446,2235.0,105,644,0.90718,15.04553,3.009,2.850,227,-1.00,0.00002,6705,6040,44,573,0,47
447,2240.0,105,647,0.90695,15.05369,3.011,3.450,288,-1.00,0.00002,6720,6053,44,576,0,46
448,2245.0,105,647,0.90671,15.05276,3.011,3.200,193,-1.00,0.00002,6735,6065,44,579,0,46
449,2250.0,105,651,0.90684,15.05424,3.011,2.925,293,-1.00,0.00002,6750,6084,44,580,0,41
450,2255.0,105,652,0.90660,15.05577,3.011,3.000,278,-1.00,0.00002,6765,6096,44,583,0,41
451,2260.0,105,651,0.90680,15.05974,3.012,3.150,176,-1.00,0.00002,6780,6110,44,583,0,42
452,2265.0,105,650,0.90665,15.05311,3.011,3.200,362,-1.00,0.00002,6795,6119,44,585,0,46
453,2270.0,105,649,0.90673,15.05298,3.011,3.050,226,-1.00,0.00002,6810,6134,44,586,0,45
454,2275.0,105,646,0.90657,15.05608,3.011,2.775,447,-1.00,0.00002,6825,6152,44,589,0,39
455,2280.0,105,644,0.90678,15.05432,3.011,3.325,320,-1.00,0.00002,6840,6167,44,589,0,39
456,2285.0,105,644,0.90700,15.04852,3.010,3.150,189,-1.00,0.00002,6855,6183,44,589,0,38
457,2290.0,105,642,0.90688,15.04440,3.009,3.100,241,-1.00,0.00002,6870,6194,44,591,0,40
458,2295.0,105,643,0.90688,15.04352,3.009,2.700,233,-1.00,0.00002,6885,6204,44,592,0,44
459,2300.0,105,642,0.90705,15.04665,3.009,3.100,137,-1.00,0.00002,6900,6216,44,592,0,47
460,2305.0,105,640,0.90704,15.04571,3.009,2.825,179,-1.00,0.00002,6915,6235,44,594,0,41
461,2310.0,105,640,0.90674,15.04646,3.009,3.250,462,-1.00,0.00002,6930,6242,44,597,0,46
462,2315.0,105,640,0.90662,15.04791,3.010,3.075,276,-1.00,0.00002,6945,6262,44,600,0,38
463,2320.0,105,641,0.90679,15.04781,3.010,2.825,349,-1.00,0.00002,6960,6275,44,600,0,40
464,2325.0,105,646,0.90690,15.04695,3.009,3.175,356,-1.00,0.00002,6975,6283,44,600,0,47
465,2330.0,105,645,0.90701,15.04523,3.009,2.875,173,-1.00,0.00002,6990,6301,44,601,0,43
466,2335.0,105,647,0.90708,15.04829,3.010,3.250,264,-1.00,0.00002,7005,6316,44,602,0,42
467,2340.0,105,649,0.90711,15.05136,3.010,2.925,273,-1.00,0.00002,7020,6328,44,603,0,44
468,2345.0,105,649,0.90715,15.04573,3.009,3.275,145,-1.00,0.00002,7035,6341,44,604,0,45
469,2350.0,105,646,0.90738,15.04876,3.010,3.300,237,-1.00,0.00002,7050,6358,44,604,0,43
470,2355.0,105,643,0.90734,15.04863,3.010,3.100,304,-1.00,0.00002,7065,6375,44,606,0,39
471,2360.0,105,643,0.90736,15.04541,3.009,3.050,266,-1.00,0.00002,7080,6386,44,607,0,42
472,2365.0,105,640,0.90753,15.04766,3.010,3.100,376,-1.00,0.00002,7095,6399,44,607,0,44
473,2370.0,105,641,0.90766,15.04362,3.009,2.950,405,-1.00,0.00002,7110,6419,44,608,0,38
474,2375.0,105,641,0.90783,15.04042,3.008,3.050,333,-1.00,0.00002,7125,6432,44,608,0,40
475,2380.0,105,641,0.90784,15.03415,3.007,3.050,262,-1.00,0.00002,7140,6442,44,609,0,44
476,2385.0,105,639,0.90789,15.03717,3.007,3.225,293,-1.00,0.00002,7155,6456,44,610,0,44
477,2390.0,105,639,0.90778,15.03325,3.007,3.125,170,-1.00,0.00002,7170,6467,44,612,0,46
478,2395.0,105,638,0.90793,15.03781,3.008,2.950,192,-1.00,0.00002,7185,6479,44,612,0,49
479,2400.0,105,637,0.90802,15.04310,3.009,3.275,234,-1.00,0.00002,7200,6496,44,613,0,46
480,2405.0,105,633,0.90768,15.04609,3.009,2.949,472,-1.00,0.00002,7215,6509,46,615,0,44
481,2410.0,105,634,0.90762,15.04982,3.010,2.950,161,-1.00,0.00002,7230,6524,47,616,0,42
482,2415.0,105,635,0.90766,15.04895,3.010,2.900,436,-1.00,0.00002,7245,6537,48,616,0,43
483,2420.0,105,635,0.90768,15.04658,3.009,3.000,167,-1.00,0.00002,7260,6548,48,617,0,46
484,2425.0,105,637,0.90751,15.05027,3.010,3.128,217,-1.00,0.00002,7275,6564,48,620,0,42
485,2430.0,105,637,0.90770,15.04788,3.010,3.308,218,-1.00,0.00002,7290,6579,48,620,0,42
486,2435.0,105,638,0.90794,15.04395,3.009,3.128,133,-1.00,0.00002,7305,6598,48,620,0,38
487,2440.0,105,637,0.90797,15.04236,3.008,3.100,189,-1.00,0.00002,7320,6610,49,620,0,40
488,2445.0,105,636,0.90809,15.04230,3.008,2.975,461,-1.00,0.00002,7335,6620,49,620,0,45
489,2450.0,105,637,0.90829,15.04445,3.009,3.050,378,-1.00,0.00002,7350,6636,49,620,0,44
490,2455.0,105,633,0.90798,15.04517,3.009,2.850,412,-1.00,0.00002,7365,6641,49,623,0,51
491,2460.0,105,633,0.90822,15.04805,3.010,3.175,452,-1.00,0.00002,7380,6660,49,623,0,47
492,2465.0,105,636,0.90841,15.04944,3.010,3.025,472,-1.00,0.00002,7395,6675,49,623,0,47
493,2470.0,105,636,0.90865,15.05004,3.010,3.225,317,-1.00,0.00002,7410,6694,49,623,0,43
494,2475.0,105,637,0.90870,15.04845,3.010,3.000,203,-1.00,0.00002,7425,6708,49,624,0,43
495,2480.0,105,637,0.90854,15.04989,3.010,2.725,286,-1.00,0.00002,7440,6715,49,626,0,49
496,2485.0,105,638,0.90875,15.05719,3.011,3.300,254,-1.00,0.00002,7455,6732,49,626,0,47
497,2490.0,105,639,0.90861,15.05258,3.011,3.075,211,-1.00,0.00002,7470,6751,49,629,0,40
498,2495.0,105,635,0.90881,15.05024,3.010,3.375,219,-1.00,0.00002,7485,6767,49,629,0,39
499,2500.0,105,637,0.90886,15.04867,3.010,2.950,154,-1.00,0.00002,7500,6781,49,630,0,39
500,2505.0,105,636,0.90888,15.04564,3.009,3.025,287,-1.00,0.00002,7515,6793,49,631,0,41
501,2510.0,105,635,0.90897,15.03965,3.008,3.075,324,-1.00,0.00002,7530,6810,49,632,0,38
502,2515.0,105,634,0.90889,15.03591,3.007,2.975,280,-1.00,0.00002,7545,6823,49,634,0,38
503,2520.0,105,636,0.90893,15.03218,3.006,3.150,296,-1.00,0.00002,7560,6837,49,635,0,38
504,2525.0,105,638,0.90876,15.03288,3.007,2.900,243,-1.00,0.00002,7575,6843,49,637,0,45
505,2530.0,105,639,0.90871,15.03281,3.007,3.050,129,-1.00,0.00002,7590,6858,49,639,0,43
506,2535.0,105,638,0.90841,15.03419,3.007,2.975,221,-1.00,0.00002,7605,6873,49,643,0,39
507,2540.0,105,639,0.90848,15.03339,3.007,3.150,391,-1.00,0.00002,7620,6889,49,644,0,37
508,2545.0,105,639,0.90848,15.02826,3.006,3.000,131,-1.00,0.00002,7635,6899,49,645,0,41
509,2550.0,105,639,0.90836,15.02967,3.006,3.200,513,-1.00,0.00002,7650,6909,49,647,0,44
510,2555.0,105,640,0.90840,15.03034,3.006,2.950,483,-1.00,0.00002,7665,6922,49,648,0,45
511,2560.0,105,643,0.90825,15.03170,3.006,2.950,268,-1.00,0.00002,7680,6939,49,651,0,40
512,2565.0,105,643,0.90827,15.03093,3.006,3.225,285,-1.00,0.00002,7695,6951,49,652,0,42
513,2570.0,105,647,0.90821,15.02153,3.004,2.875,254,-1.00,0.00002,7710,6966,49,654,0,40
514,2575.0,105,648,0.90825,15.03152,3.006,3.050,252,-1.00,0.00002,7725,6979,49,655,0,41
515,2580.0,105,646,0.90816,15.03075,3.006,3.050,246,-1.00,0.00002,7740,6991,49,657,0,42
516,2585.0,105,646,0.90831,15.02856,3.006,3.275,210,-1.00,0.00002,7755,7004,49,657,0,44
517,2590.0,105,645,0.90827,15.02493,3.005,2.850,268,-1.00,0.00002,7770,7020,49,659,0,41
518,2595.0,105,644,0.90821,15.02416,3.005,3.075,208,-1.00,0.00002,7785,7035,49,661,0,39
519,2600.0,105,640,0.90786,15.01987,3.004,3.175,397,-1.00,0.00002,7800,7045,49,665,0,40
520,2605.0,105,639,0.90794,15.02340,3.005,2.975,197,-1.00,0.00002,7815,7052,49,665,0,48
521,2610.0,105,640,0.90790,15.02193,3.004,3.250,426,-1.00,0.00002,7830,7068,49,667,0,45
522,2615.0,105,638,0.90789,15.02187,3.004,2.925,333,-1.00,0.00002,7845,7087,49,669,0,39
523,2620.0,105,640,0.90792,15.02183,3.004,2.950,129,-1.00,0.00002,7860,7099,49,670,0,41
524,2625.0,105,640,0.90800,15.01967,3.004,3.000,202,-1.00,0.00002,7875,7116,49,671,0,38
525,2630.0,105,640,0.90790,15.01754,3.004,3.200,237,-1.00,0.00002,7890,7127,49,673,0,40
526,2635.0,105,641,0.90759,15.01401,3.003,2.975,164,-1.00,0.00002,7905,7140,49,677,0,38
527,2640.0,105,643,0.90759,15.01469,3.003,3.125,362,-1.00,0.00002,7920,7150,49,678,0,42
528,2645.0,105,646,0.90771,15.01676,3.003,3.000,367,-1.00,0.00002,7935,7160,49,678,0,47
529,2650.0,105,647,0.90787,15.01812,3.004,2.875,419,-1.00,0.00002,7950,7174,49,678,0,48
530,2655.0,105,646,0.90794,15.01947,3.004,3.175,263,-1.00,0.00002,7965,7190,49,679,0,46
531,2660.0,105,649,0.90808,15.02360,3.005,3.100,270,-1.00,0.00002,7980,7202,49,679,0,49
532,2665.0,105,647,0.90819,15.02562,3.005,3.000,543,-1.00,0.00002,7995,7221,49,680,0,44
533,2670.0,105,646,0.90796,15.02766,3.006,3.000,126,-1.00,0.00002,8010,7231,50,682,0,46
534,2675.0,105,644,0.90805,15.02759,3.006,3.447,286,-1.00,0.00002,8025,7249,51,682,0,42
535,2680.0,105,641,0.90824,15.02684,3.005,2.838,204,-1.00,0.00002,8040,7265,51,682,0,41
536,2685.0,105,640,0.90830,15.02610,3.005,3.205,182,-1.00,0.00002,8055,7280,52,682,0,40
537,2690.0,105,638,0.90811,15.02400,3.005,3.051,454,-1.00,0.00002,8070,7293,52,685,0,39
538,2695.0,105,638,0.90825,15.01985,3.004,2.737,238,-1.00,0.00002,8085,7306,52,685,0,41
539,2700.0,105,641,0.90804,15.01777,3.004,3.000,409,-1.00,0.00002,8100,7317,53,687,0,42
540,2705.0,105,638,0.90821,15.01978,3.004,3.282,374,-1.00,0.00002,8115,7332,53,687,0,42
541,2710.0,105,638,0.90805,15.02450,3.005,2.769,211,-1.00,0.00002,8130,7347,54,689,0,39
542,2715.0,105,639,0.90792,15.02311,3.005,2.900,294,-1.00,0.00002,8145,7356,54,691,0,43
543,2720.0,105,638,0.90797,15.02171,3.004,3.211,303,-1.00,0.00002,8160,7370,54,692,0,43
544,2725.0,105,640,0.90815,15.02302,3.005,3.079,254,-1.00,0.00002,8175,7386,54,692,0,42
545,2730.0,105,642,0.90825,15.01891,3.004,2.975,261,-1.00,0.00002,8190,7405,54,693,0,37
546,2735.0,105,644,0.90816,15.01686,3.003,3.300,200,-1.00,0.00002,8205,7416,55,694,0,39
547,2740.0,105,646,0.90793,15.01751,3.004,3.154,361,-1.00,0.00002,8220,7426,56,696,0,41
548,2745.0,105,644,0.90798,15.01949,3.004,3.308,304,-1.00,0.00002,8235,7440,57,696,0,41
549,2750.0,105,646,0.90789,15.01946,3.004,2.872,376,-1.00,0.00002,8250,7452,57,698,0,42
550,2755.0,105,644,0.90784,15.01875,3.004,3.175,342,-1.00,0.00002,8265,7467,57,700,0,40
551,2760.0,105,642,0.90780,15.01670,3.003,3.000,216,-1.00,0.00002,8280,7483,57,702,0,37
552,2765.0,105,640,0.90780,15.01735,3.003,3.333,260,-1.00,0.00002,8295,7493,57,703,0,41
553,2770.0,105,639,0.90784,15.01266,3.003,2.800,144,-1.00,0.00002,8310,7506,57,704,0,42
554,2775.0,105,639,0.90791,15.00798,3.002,3.375,241,-1.00,0.00002,8325,7522,57,705,0,40
555,2780.0,105,639,0.90762,15.00995,3.002,3.026,314,-1.00,0.00002,8340,7536,58,708,0,37
556,2785.0,105,638,0.90752,15.00663,3.001,3.125,259,-1.00,0.00002,8355,7546,59,709,0,40
557,2790.0,105,642,0.90731,15.00595,3.001,3.525,340,-1.00,0.00002,8370,7557,60,711,0,41
558,2795.0,105,638,0.90723,15.00859,3.002,3.154,467,-1.00,0.00002,8385,7569,61,712,0,42
559,2800.0,105,639,0.90720,15.01186,3.002,2.658,238,-1.00,0.00002,8400,7586,61,714,0,38
560,2805.0,105,642,0.90696,15.00988,3.002,3.026,414,-1.00,0.00002,8415,7594,62,716,0,42
561,2810.0,105,644,0.90708,15.01052,3.002,3.275,169,-1.00,0.00002,8430,7605,62,716,0,46
562,2815.0,105,645,0.90716,15.01312,3.003,2.897,305,-1.00,0.00002,8445,7622,62,717,0,43
563,2820.0,105,646,0.90723,15.01375,3.003,2.711,223,-1.00,0.00002,8460,7638,62,718,0,41
564,2825.0,105,649,0.90735,15.01569,3.003,3.175,391,-1.00,0.00002,8475,7649,62,718,0,45
565,2830.0,105,651,0.90748,15.01240,3.002,3.000,309,-1.00,0.00002,8490,7660,62,718,0,49
566,2835.0,105,649,0.90757,15.01563,3.003,2.950,236,-1.00,0.00002,8505,7678,62,719,0,45
567,2840.0,105,650,0.90746,15.01429,3.003,3.125,379,-1.00,0.00002,8520,7698,62,722,0,37
568,2845.0,105,648,0.90747,15.01297,3.003,3.025,274,-1.00,0.00002,8535,7709,62,723,0,40
569,2850.0,105,646,0.90749,15.01360,3.003,3.425,384,-1.00,0.00002,8550,7720,62,724,0,43
570,2855.0,105,643,0.90748,15.01551,3.003,2.950,367,-1.00,0.00002,8565,7739,62,726,0,37
571,2860.0,105,643,0.90738,15.01226,3.002,3.275,156,-1.00,0.00002,8580,7749,62,728,0,40
572,2865.0,105,641,0.90736,15.01030,3.002,3.250,229,-1.00,0.00002,8595,7767,62,730,0,35
573,2870.0,105,643,0.90734,15.01093,3.002,3.025,254,-1.00,0.00002,8610,7775,62,731,0,41
574,2875.0,105,642,0.90748,15.01091,3.002,3.025,106,-1.00,0.00002,8625,7788,62,731,0,43
575,2880.0,105,641,0.90771,15.00192,3.000,3.075,187,-1.00,0.00002,8640,7809,62,731,0,37
576,2885.0,105,641,0.90781,15.00384,3.001,3.150,592,-1.00,0.00002,8655,7819,62,731,0,42
577,2890.0,105,642,0.90783,15.00192,3.000,3.175,225,-1.00,0.00002,8670,7830,62,732,0,45
578,2895.0,105,645,0.90767,15.00319,3.001,2.900,342,-1.00,0.00002,8685,7845,62,735,0,42
579,2900.0,105,647,0.90781,15.00382,3.001,3.475,232,-1.00,0.00002,8700,7858,62,735,0,44
580,2905.0,105,647,0.90783,15.00127,3.000,3.075,248,-1.00,0.00002,8715,7870,62,736,0,46
581,2910.0,105,647,0.90792,15.00444,3.001,3.075,244,-1.00,0.00002,8730,7888,62,737,0,42
582,2915.0,105,649,0.90794,15.00316,3.001,2.700,277,-1.00,0.00002,8745,7900,62,738,0,44
583,2920.0,105,647,0.90795,15.00695,3.001,2.850,184,-1.00,0.00002,8760,7911,62,739,0,47
584,2925.0,105,644,0.90801,15.00820,3.002,3.350,297,-1.00,0.00002,8775,7926,62,740,0,46
585,2930.0,105,644,0.90781,15.01008,3.002,3.200,283,-1.00,0.00002,8790,7937,62,743,0,47
586,2935.0,105,642,0.90800,15.01383,3.003,3.375,234,-1.00,0.00002,8805,7955,62,743,0,44
587,2940.0,105,640,0.90790,15.01130,3.002,2.900,473,-1.00,0.00002,8820,7965,62,745,0,47
588,2945.0,105,640,0.90797,15.01128,3.002,2.625,415,-1.00,0.00002,8835,7982,62,746,0,44
589,2950.0,105,641,0.90803,15.01751,3.004,3.000,278,-1.00,0.00002,8850,7997,62,747,0,43
590,2955.0,105,640,0.90818,15.01311,3.003,2.925,307,-1.00,0.00002,8865,8012,62,747,0,43
591,2960.0,105,641,0.90822,15.01558,3.003,2.875,213,-1.00,0.00002,8880,8025,62,748,0,44
592,2965.0,105,640,0.90825,15.01742,3.003,2.975,114,-1.00,0.00002,8895,8038,62,749,0,45
593,2970.0,105,639,0.90832,15.01614,3.003,3.000,227,-1.00,0.00002,8910,8055,62,750,0,42
594,2975.0,105,638,0.90846,15.01301,3.003,3.275,238,-1.00,0.00002,8925,8068,62,750,0,44
595,2980.0,105,634,0.90842,15.01175,3.002,2.950,363,-1.00,0.00002,8940,8084,62,752,0,41
596,2985.0,105,635,0.90842,15.00865,3.002,3.000,230,-1.00,0.00002,8955,8094,62,753,0,45
597,2990.0,105,636,0.90859,15.01048,3.002,2.825,583,-1.00,0.00002,8970,8111,62,753,0,43
598,2995.0,105,635,0.90875,15.01292,3.003,3.132,141,-1.00,0.00002,8985,8126,62,753,0,43
599,3000.0,105,637,0.90865,15.01290,3.003,3.333,225,-1.00,0.00002,9000,8137,63,754,0,45
